,object_id,creation_time,creation_source,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,invited_by_user_id,adopted,creation_year,creation_month,creation_week,creation_day,invited_by_user
4564,4565,2013-03-09 02:00:09,ORG_INVITE,0,0,38,5295.0,1,2013,3,10,9,1
4565,4566,2013-09-09 04:40:56,SIGNUP_GOOGLE_AUTH,1,1,28,0.0,0,2013,9,37,9,0
4566,4567,2014-04-04 09:54:59,SIGNUP_GOOGLE_AUTH,1,0,0,0.0,0,2014,4,14,4,0
4567,4568,2012-07-17 09:12:20,PERSONAL_PROJECTS,0,0,2,0.0,0,2012,7,29,17,0
4568,4569,2013-10-11 05:29:06,SIGNUP,1,0,44,0.0,1,2013,10,41,11,0
4569,4570,2012-06-13 03:45:07,SIGNUP_GOOGLE_AUTH,0,1,362,0.0,0,2012,6,24,13,0
4570,4571,2013-02-06 14:07:19,SIGNUP,0,0,10,0.0,1,2013,2,6,6,0
4571,4572,2012-07-28 01:27:10,ORG_INVITE,0,0,414,4572.0,0,2012,7,30,28,1
4572,4573,2014-01-02 01:34:51,GUEST_INVITE,1,0,6,2787.0,0,2014,1,1,2,1
4573,4574,2012-06-08 07:35:48,PERSONAL_PROJECTS,0,0,66,0.0,0,2012,6,23,8,0
4574,4575,2014-04-03 12:20:30,GUEST_INVITE,0,0,287,5307.0,0,2014,4,14,3,1
4575,4576,2014-01-19 18:13:51,SIGNUP,1,0,208,0.0,1,2014,1,3,19,0
4576,4577,2014-03-24 17:14:30,PERSONAL_PROJECTS,0,1,282,0.0,0,2014,3,13,24,0
4577,4578,2014-03-21 03:28:30,ORG_INVITE,0,0,166,8912.0,0,2014,3,12,21,1
4578,4579,2014-04-30 04:13:53,SIGNUP_GOOGLE_AUTH,1,0,1,0.0,0,2014,4,18,30,0
4579,4580,2013-05-23 22:00:37,SIGNUP,0,0,94,0.0,1,2013,5,21,23,0
4580,4581,2014-03-31 22:42:24,ORG_INVITE,1,0,9,7787.0,0,2014,3,14,31,1
4581,4582,2012-06-15 13:49:42,GUEST_INVITE,0,0,201,4582.0,1,2012,6,24,15,1
4582,4583,2013-08-09 09:40:55,GUEST_INVITE,0,0,244,7931.0,0,2013,8,32,9,1
4583,4584,2012-06-02 06:37:08,PERSONAL_PROJECTS,0,0,102,0.0,0,2012,6,22,2,0
4584,4585,2012-09-24 21:07:53,SIGNUP,0,0,408,0.0,0,2012,9,39,24,0
4585,4586,2014-04-18 02:12:30,GUEST_INVITE,0,0,60,2354.0,0,2014,4,16,18,1
4586,4587,2012-07-19 13:14:41,PERSONAL_PROJECTS,0,0,241,0.0,0,2012,7,29,19,0
4587,4588,2012-12-10 02:04:02,PERSONAL_PROJECTS,0,0,0,0.0,0,2012,12,50,10,0
4588,4589,2014-05-06 11:34:49,ORG_INVITE,1,0,173,8553.0,0,2014,5,19,6,1
4589,4590,2014-01-25 22:56:57,ORG_INVITE,0,0,45,8171.0,0,2014,1,4,25,1
4590,4591,2013-12-11 10:09:52,PERSONAL_PROJECTS,0,0,6,0.0,0,2013,12,50,11,0
4591,4592,2014-01-30 02:08:59,SIGNUP,0,0,175,0.0,0,2014,1,5,30,0
4592,4593,2013-06-25 19:56:36,SIGNUP,0,0,46,0.0,0,2013,6,26,25,0
4593,4594,2012-09-14 21:12:42,GUEST_INVITE,1,1,378,4594.0,0,2012,9,37,14,1
4594,4595,2013-01-07 14:28:17,SIGNUP,0,0,0,0.0,0,2013,1,2,7,0
4595,4596,2012-07-04 08:24:36,PERSONAL_PROJECTS,1,0,5,0.0,0,2012,7,27,4,0
4596,4597,2014-03-06 01:42:37,PERSONAL_PROJECTS,0,0,330,0.0,0,2014,3,10,6,0
4597,4598,2014-04-24 18:47:04,SIGNUP,0,0,267,0.0,0,2014,4,17,24,0
4598,4599,2013-10-12 17:43:22,SIGNUP_GOOGLE_AUTH,0,0,104,0.0,0,2013,10,41,12,0
4599,4600,2014-03-23 12:48:57,ORG_INVITE,0,0,380,1158.0,1,2014,3,12,23,1
4600,4601,2014-03-01 18:18:06,ORG_INVITE,1,0,382,10922.0,0,2014,3,9,1,1
4601,4602,2013-06-12 12:25:45,SIGNUP,1,0,2,0.0,0,2013,6,24,12,0
4602,4603,2013-02-28 06:12:03,ORG_INVITE,0,0,25,4144.0,0,2013,2,9,28,1
4603,4604,2012-10-02 09:56:35,PERSONAL_PROJECTS,1,1,4,0.0,0,2012,10,40,2,0
4604,4605,2013-05-13 10:40:17,PERSONAL_PROJECTS,0,0,68,0.0,0,2013,5,20,13,0
4605,4606,2013-08-09 05:42:35,ORG_INVITE,0,0,46,2703.0,0,2013,8,32,9,1
4606,4607,2013-09-03 10:55:48,ORG_INVITE,0,0,297,6432.0,0,2013,9,36,3,1
4607,4608,2014-05-09 04:16:07,SIGNUP,1,1,260,0.0,0,2014,5,19,9,0
4608,4609,2013-10-14 02:09:35,PERSONAL_PROJECTS,0,0,371,0.0,1,2013,10,42,14,0
4609,4610,2014-04-15 16:48:59,PERSONAL_PROJECTS,0,0,344,0.0,0,2014,4,16,15,0
4610,4611,2014-02-10 21:34:51,GUEST_INVITE,0,0,3,11911.0,1,2014,2,7,10,1
4611,4612,2012-07-25 15:40:32,GUEST_INVITE,1,1,128,4612.0,1,2012,7,30,25,1
4612,4613,2012-08-03 11:37:09,ORG_INVITE,0,0,79,4242.0,0,2012,8,31,3,1
4613,4614,2014-02-05 19:26:15,SIGNUP_GOOGLE_AUTH,0,0,216,0.0,0,2014,2,6,5,0
4614,4615,2012-09-13 15:57:56,ORG_INVITE,1,1,0,10215.0,0,2012,9,37,13,1
4615,4616,2013-03-07 06:30:10,GUEST_INVITE,0,0,64,4274.0,1,2013,3,10,7,1
4616,4617,2013-08-21 00:25:45,ORG_INVITE,0,0,190,10599.0,0,2013,8,34,21,1
4617,4618,2013-03-30 04:13:30,ORG_INVITE,0,0,204,7797.0,1,2013,3,13,30,1
4618,4619,2012-08-18 15:29:50,GUEST_INVITE,1,1,3,4762.0,1,2012,8,33,18,1
4619,4620,2014-02-12 03:08:25,SIGNUP,1,1,8,0.0,0,2014,2,7,12,0
4620,4621,2013-03-11 13:39:12,ORG_INVITE,0,0,91,3732.0,0,2013,3,11,11,1
4621,4622,2012-07-11 05:17:08,SIGNUP_GOOGLE_AUTH,0,0,165,0.0,0,2012,7,28,11,0
4622,4623,2013-05-12 10:08:16,SIGNUP_GOOGLE_AUTH,1,0,243,0.0,0,2013,5,19,12,0
4623,4624,2013-04-30 10:48:38,SIGNUP,0,0,10,0.0,0,2013,4,18,30,0
4624,4625,2013-02-17 23:32:13,ORG_INVITE,0,0,0,8927.0,1,2013,2,7,17,1
4625,4626,2013-02-21 20:33:59,GUEST_INVITE,0,0,6,9763.0,0,2013,2,8,21,1
4626,4627,2014-01-24 07:49:58,SIGNUP,0,0,357,0.0,0,2014,1,4,24,0
4627,4628,2014-05-01 14:09:28,PERSONAL_PROJECTS,0,1,398,0.0,0,2014,5,18,1,0
4628,4629,2012-07-25 19:27:50,PERSONAL_PROJECTS,0,0,248,0.0,0,2012,7,30,25,0
4629,4630,2012-12-03 19:06:35,PERSONAL_PROJECTS,0,0,0,0.0,0,2012,12,49,3,0
4630,4631,2014-05-14 12:21:10,ORG_INVITE,1,1,386,1723.0,0,2014,5,20,14,1
4631,4632,2014-05-16 13:48:34,ORG_INVITE,0,0,1,10368.0,0,2014,5,20,16,1
4632,4633,2013-11-07 02:41:45,PERSONAL_PROJECTS,0,0,131,0.0,0,2013,11,45,7,0
4633,4634,2014-04-18 15:35:06,SIGNUP_GOOGLE_AUTH,1,0,3,0.0,0,2014,4,16,18,0
4634,4635,2012-08-27 10:49:26,ORG_INVITE,0,0,18,2927.0,0,2012,8,35,27,1
4635,4636,2013-08-11 04:08:32,SIGNUP,0,1,42,0.0,0,2013,8,32,11,0
4636,4637,2013-07-09 23:51:17,PERSONAL_PROJECTS,1,0,212,0.0,0,2013,7,28,9,0
4637,4638,2012-07-21 23:44:40,GUEST_INVITE,0,0,0,6754.0,0,2012,7,29,21,1
4638,4639,2013-06-02 07:22:05,SIGNUP,0,0,120,0.0,0,2013,6,22,2,0
4639,4640,2013-01-18 17:00:46,ORG_INVITE,1,0,321,6445.0,0,2013,1,3,18,1
4640,4641,2014-05-29 15:12:59,GUEST_INVITE,0,0,342,3233.0,0,2014,5,22,29,1
4641,4642,2013-09-18 07:21:50,GUEST_INVITE,0,0,113,980.0,0,2013,9,38,18,1
4642,4643,2012-07-24 07:30:48,ORG_INVITE,0,0,180,9054.0,0,2012,7,30,24,1
4643,4644,2014-03-23 16:27:59,SIGNUP_GOOGLE_AUTH,1,1,37,0.0,0,2014,3,12,23,0
4644,4645,2014-04-11 07:53:27,PERSONAL_PROJECTS,0,0,12,0.0,0,2014,4,15,11,0
4645,4646,2013-12-29 10:36:26,ORG_INVITE,0,0,2,5787.0,0,2013,12,52,29,1
4646,4647,2013-04-29 01:25:41,SIGNUP,0,0,63,0.0,0,2013,4,18,29,0
4647,4648,2013-11-11 22:14:45,PERSONAL_PROJECTS,0,0,3,0.0,0,2013,11,46,11,0
4648,4649,2014-05-20 13:58:16,SIGNUP_GOOGLE_AUTH,1,1,325,0.0,0,2014,5,21,20,0
4649,4650,2014-04-12 23:13:17,SIGNUP,0,0,123,0.0,0,2014,4,15,12,0
4650,4651,2014-02-25 20:49:52,GUEST_INVITE,0,0,42,5293.0,0,2014,2,9,25,1
4651,4652,2012-06-27 13:50:32,SIGNUP,0,0,7,0.0,0,2012,6,26,27,0
4652,4653,2014-02-10 17:30:50,SIGNUP,0,0,15,0.0,0,2014,2,7,10,0
4653,4654,2012-07-20 08:43:18,SIGNUP_GOOGLE_AUTH,1,0,1,0.0,0,2012,7,29,20,0
4654,4655,2012-10-13 02:19:00,ORG_INVITE,1,0,10,3842.0,0,2012,10,41,13,1
4655,4656,2013-11-08 10:22:28,GUEST_INVITE,0,0,48,7153.0,0,2013,11,45,8,1
4656,4657,2014-02-12 21:30:55,ORG_INVITE,0,0,3,291.0,0,2014,2,7,12,1
4657,4658,2014-05-21 02:29:05,SIGNUP,0,0,169,0.0,0,2014,5,21,21,0
4658,4659,2014-05-20 01:50:48,ORG_INVITE,0,0,13,9724.0,0,2014,5,21,20,1
4659,4660,2013-06-11 10:36:05,SIGNUP_GOOGLE_AUTH,0,0,112,0.0,0,2013,6,24,11,0
4660,4661,2014-03-12 12:59:22,ORG_INVITE,0,0,148,6247.0,0,2014,3,11,12,1
4661,4662,2012-08-22 21:35:59,SIGNUP_GOOGLE_AUTH,0,0,167,0.0,0,2012,8,34,22,0
4662,4663,2013-07-03 17:03:53,SIGNUP,0,0,56,0.0,0,2013,7,27,3,0
4663,4664,2014-05-14 22:15:13,SIGNUP_GOOGLE_AUTH,1,1,113,0.0,0,2014,5,20,14,0
4664,4665,2014-04-21 04:40:01,SIGNUP,1,1,28,0.0,0,2014,4,17,21,0
4665,4666,2013-12-31 19:06:49,PERSONAL_PROJECTS,1,1,335,0.0,0,2013,12,1,31,0
4666,4667,2014-05-29 19:03:34,ORG_INVITE,1,1,118,9434.0,0,2014,5,22,29,1
4667,4668,2013-08-22 22:29:58,SIGNUP,1,1,0,0.0,0,2013,8,34,22,0
4668,4669,2014-05-28 01:53:08,SIGNUP,1,1,256,0.0,0,2014,5,22,28,0
4669,4670,2014-05-20 22:37:59,SIGNUP,0,0,390,0.0,0,2014,5,21,20,0
4670,4671,2013-07-05 02:00:13,SIGNUP,0,0,204,0.0,0,2013,7,27,5,0
4671,4672,2014-03-03 13:59:00,SIGNUP,0,0,324,0.0,0,2014,3,10,3,0
4672,4673,2013-04-09 14:58:56,PERSONAL_PROJECTS,0,0,152,0.0,0,2013,4,15,9,0
4673,4674,2013-01-26 21:52:48,SIGNUP,0,0,78,0.0,0,2013,1,4,26,0
4674,4675,2013-09-03 13:44:36,ORG_INVITE,0,0,40,11871.0,0,2013,9,36,3,1
4675,4676,2012-11-21 10:00:26,ORG_INVITE,0,0,38,10727.0,0,2012,11,47,21,1
4676,4677,2013-10-22 19:09:15,ORG_INVITE,0,0,147,7737.0,0,2013,10,43,22,1
4677,4678,2012-12-24 05:48:17,ORG_INVITE,0,0,233,10325.0,0,2012,12,52,24,1
4678,4679,2014-05-02 08:23:21,ORG_INVITE,0,0,236,4529.0,0,2014,5,18,2,1
4679,4680,2012-12-29 06:11:10,GUEST_INVITE,1,1,117,8768.0,1,2012,12,52,29,1
4680,4681,2013-04-26 03:07:25,GUEST_INVITE,0,0,54,4118.0,0,2013,4,17,26,1
4681,4682,2013-03-04 06:03:20,GUEST_INVITE,0,1,208,593.0,0,2013,3,10,4,1
4682,4683,2013-07-05 23:13:01,PERSONAL_PROJECTS,0,0,16,0.0,0,2013,7,27,5,0
4683,4684,2013-02-07 08:47:54,ORG_INVITE,0,0,67,2995.0,0,2013,2,6,7,1
4684,4685,2013-05-01 13:05:31,SIGNUP,0,0,50,0.0,1,2013,5,18,1,0
4685,4686,2014-03-13 09:02:44,SIGNUP,1,1,1,0.0,0,2014,3,11,13,0
4686,4687,2013-12-07 19:06:31,GUEST_INVITE,1,1,55,2425.0,0,2013,12,49,7,1
4687,4688,2013-12-03 21:13:41,PERSONAL_PROJECTS,0,0,333,0.0,0,2013,12,49,3,0
4688,4689,2012-06-13 02:58:07,ORG_INVITE,1,0,241,8843.0,0,2012,6,24,13,1
4689,4690,2012-09-20 14:36:33,ORG_INVITE,0,1,114,6759.0,0,2012,9,38,20,1
4690,4691,2013-04-11 06:14:19,PERSONAL_PROJECTS,0,0,95,0.0,0,2013,4,15,11,0
4691,4692,2012-11-08 21:53:04,PERSONAL_PROJECTS,0,0,50,0.0,0,2012,11,45,8,0
4692,4693,2013-10-26 00:11:58,SIGNUP_GOOGLE_AUTH,1,1,17,0.0,0,2013,10,43,26,0
4693,4694,2014-04-21 00:05:31,SIGNUP,0,0,199,0.0,0,2014,4,17,21,0
4694,4695,2012-09-22 08:13:30,ORG_INVITE,0,0,1,7704.0,0,2012,9,38,22,1
4695,4696,2014-03-02 18:03:58,SIGNUP,0,0,1,0.0,0,2014,3,9,2,0
4696,4697,2014-05-13 19:26:11,ORG_INVITE,0,0,8,6164.0,0,2014,5,20,13,1
4697,4698,2014-04-23 23:34:29,ORG_INVITE,1,0,83,6168.0,0,2014,4,17,23,1
4698,4699,2014-05-03 15:23:57,ORG_INVITE,1,0,253,11053.0,0,2014,5,18,3,1
4699,4700,2014-01-27 17:24:48,SIGNUP,0,1,369,0.0,0,2014,1,5,27,0
4700,4701,2012-10-25 14:10:36,ORG_INVITE,0,0,245,7684.0,0,2012,10,43,25,1
4701,4702,2013-03-19 09:46:58,ORG_INVITE,0,0,203,7698.0,0,2013,3,12,19,1
4702,4703,2013-12-28 16:28:32,GUEST_INVITE,1,0,310,6417.0,0,2013,12,52,28,1
4703,4704,2013-04-30 16:43:49,GUEST_INVITE,1,1,70,11103.0,0,2013,4,18,30,1
4704,4705,2013-05-23 22:44:39,PERSONAL_PROJECTS,1,0,20,0.0,0,2013,5,21,23,0
4705,4706,2013-02-25 03:26:31,SIGNUP,0,0,1,0.0,0,2013,2,9,25,0
4706,4707,2014-03-26 17:52:29,PERSONAL_PROJECTS,0,0,105,0.0,0,2014,3,13,26,0
4707,4708,2013-01-03 00:32:07,ORG_INVITE,1,0,254,10560.0,0,2013,1,1,3,1
4708,4709,2012-11-01 02:26:51,SIGNUP,0,0,275,0.0,1,2012,11,44,1,0
4709,4710,2014-05-10 05:57:14,SIGNUP,0,0,208,0.0,0,2014,5,19,10,0
4710,4711,2013-03-15 00:13:11,ORG_INVITE,0,0,27,1806.0,0,2013,3,11,15,1
4711,4712,2012-08-02 05:21:33,SIGNUP,0,0,215,0.0,0,2012,8,31,2,0
4712,4713,2012-10-18 02:03:08,ORG_INVITE,0,1,106,6282.0,1,2012,10,42,18,1
4713,4714,2013-05-19 18:38:04,GUEST_INVITE,1,1,43,8221.0,0,2013,5,20,19,1
4714,4715,2014-02-07 17:54:11,ORG_INVITE,0,0,2,7791.0,1,2014,2,6,7,1
4715,4716,2013-05-17 11:22:35,SIGNUP,1,0,64,0.0,0,2013,5,20,17,0
4716,4717,2012-12-23 17:51:22,PERSONAL_PROJECTS,0,0,41,0.0,0,2012,12,51,23,0
4717,4718,2013-05-03 00:18:20,ORG_INVITE,0,0,12,3221.0,0,2013,5,18,3,1
4718,4719,2013-12-16 06:08:31,ORG_INVITE,0,0,4,10020.0,0,2013,12,51,16,1
4719,4720,2013-11-30 07:08:47,GUEST_INVITE,1,0,347,8279.0,1,2013,11,48,30,1
4720,4721,2012-12-11 12:06:30,ORG_INVITE,0,0,201,5415.0,0,2012,12,50,11,1
4721,4722,2013-08-31 06:33:43,SIGNUP_GOOGLE_AUTH,0,1,398,0.0,0,2013,8,35,31,0
4722,4723,2014-05-29 00:39:18,ORG_INVITE,1,1,95,8178.0,0,2014,5,22,29,1
4723,4724,2013-04-11 03:54:12,SIGNUP,0,0,139,0.0,0,2013,4,15,11,0
4724,4725,2014-02-22 00:16:42,ORG_INVITE,0,0,170,11293.0,0,2014,2,8,22,1
4725,4726,2013-01-21 16:27:29,SIGNUP,0,0,184,0.0,0,2013,1,4,21,0
4726,4727,2012-10-23 04:59:39,ORG_INVITE,1,1,174,9607.0,0,2012,10,43,23,1
4727,4728,2014-03-08 01:00:14,ORG_INVITE,1,0,187,1516.0,0,2014,3,10,8,1
4728,4729,2013-03-10 02:06:31,GUEST_INVITE,0,0,24,11085.0,0,2013,3,10,10,1
4729,4730,2012-11-14 09:07:09,GUEST_INVITE,1,1,271,8850.0,0,2012,11,46,14,1
4730,4731,2014-03-04 15:37:25,GUEST_INVITE,0,0,99,7375.0,1,2014,3,10,4,1
4731,4732,2013-03-01 10:24:45,ORG_INVITE,0,0,82,2453.0,0,2013,3,9,1,1
4732,4733,2012-10-26 22:57:04,SIGNUP,0,0,1,0.0,0,2012,10,43,26,0
4733,4734,2013-10-10 07:47:56,SIGNUP_GOOGLE_AUTH,0,0,5,0.0,0,2013,10,41,10,0
4734,4735,2013-11-06 04:42:33,GUEST_INVITE,1,1,32,4497.0,0,2013,11,45,6,1
4735,4736,2012-08-31 04:07:18,PERSONAL_PROJECTS,0,0,28,0.0,0,2012,8,35,31,0
4736,4737,2013-05-29 10:06:27,ORG_INVITE,1,0,234,11247.0,0,2013,5,22,29,1
4737,4738,2012-08-26 23:53:06,ORG_INVITE,0,0,308,4738.0,0,2012,8,34,26,1
4738,4739,2014-05-17 10:36:44,PERSONAL_PROJECTS,0,0,279,0.0,0,2014,5,20,17,0
4739,4740,2013-05-17 09:14:54,SIGNUP_GOOGLE_AUTH,0,0,94,0.0,0,2013,5,20,17,0
4740,4741,2014-02-15 15:04:05,PERSONAL_PROJECTS,1,1,132,0.0,0,2014,2,7,15,0
4741,4742,2012-07-25 16:50:03,ORG_INVITE,1,0,224,2658.0,1,2012,7,30,25,1
4742,4743,2013-07-05 07:12:12,GUEST_INVITE,0,1,61,50.0,0,2013,7,27,5,1
4743,4744,2012-09-01 07:22:09,ORG_INVITE,1,0,326,4744.0,0,2012,9,35,1,1
4744,4745,2012-11-29 04:24:12,SIGNUP_GOOGLE_AUTH,1,0,306,0.0,1,2012,11,48,29,0
4745,4746,2014-04-15 10:17:37,ORG_INVITE,0,0,267,1465.0,0,2014,4,16,15,1
4746,4747,2013-03-29 02:41:43,SIGNUP,1,1,51,0.0,0,2013,3,13,29,0
4747,4748,2012-10-31 04:17:19,ORG_INVITE,0,0,301,3261.0,0,2012,10,44,31,1
4748,4749,2013-09-08 13:05:24,PERSONAL_PROJECTS,0,0,110,0.0,0,2013,9,36,8,0
4749,4750,2013-08-16 02:59:29,SIGNUP,1,0,0,0.0,0,2013,8,33,16,0
4750,4751,2013-06-13 10:07:24,SIGNUP,0,0,175,0.0,0,2013,6,24,13,0
4751,4752,2012-07-28 10:52:09,PERSONAL_PROJECTS,0,1,205,0.0,0,2012,7,30,28,0
4752,4753,2013-08-10 10:04:38,ORG_INVITE,1,0,8,2050.0,1,2013,8,32,10,1
4753,4754,2014-01-31 12:59:19,SIGNUP_GOOGLE_AUTH,0,0,58,0.0,0,2014,1,5,31,0
4754,4755,2014-05-21 12:35:47,ORG_INVITE,1,0,70,9345.0,0,2014,5,21,21,1
4755,4756,2014-05-30 04:53:06,SIGNUP,0,0,2,0.0,0,2014,5,22,30,0
4756,4757,2012-07-25 16:00:56,GUEST_INVITE,0,0,0,10333.0,0,2012,7,30,25,1
4757,4758,2014-01-17 11:26:18,ORG_INVITE,0,0,251,10524.0,0,2014,1,3,17,1
4758,4759,2013-04-13 12:08:38,SIGNUP,0,0,16,0.0,0,2013,4,15,13,0
4759,4760,2014-03-14 14:51:05,ORG_INVITE,0,0,317,879.0,1,2014,3,11,14,1
4760,4761,2012-11-17 20:37:01,GUEST_INVITE,0,0,346,2517.0,0,2012,11,46,17,1
4761,4762,2012-06-17 17:11:40,ORG_INVITE,0,0,3,4269.0,0,2012,6,24,17,1
4762,4763,2013-05-20 17:05:04,PERSONAL_PROJECTS,0,0,41,0.0,0,2013,5,21,20,0
4763,4764,2014-04-17 10:33:17,PERSONAL_PROJECTS,0,1,357,0.0,0,2014,4,16,17,0
4764,4765,2013-03-19 22:23:17,GUEST_INVITE,0,0,375,5592.0,0,2013,3,12,19,1
4765,4766,2012-08-27 12:36:14,PERSONAL_PROJECTS,1,1,71,0.0,0,2012,8,35,27,0
4766,4767,2012-07-24 21:45:50,GUEST_INVITE,0,0,371,10334.0,0,2012,7,30,24,1
4767,4768,2013-04-13 17:35:45,SIGNUP_GOOGLE_AUTH,1,0,387,0.0,0,2013,4,15,13,0
4768,4769,2013-01-22 23:40:36,SIGNUP,0,0,134,0.0,0,2013,1,4,22,0
4769,4770,2013-10-07 12:27:02,GUEST_INVITE,1,1,298,6047.0,0,2013,10,41,7,1
4770,4771,2013-01-01 11:23:33,ORG_INVITE,0,0,358,4105.0,0,2013,1,1,1,1
4771,4772,2014-03-26 09:01:45,ORG_INVITE,1,0,206,4985.0,0,2014,3,13,26,1
4772,4773,2012-09-27 14:18:58,ORG_INVITE,0,0,180,1321.0,0,2012,9,39,27,1
4773,4774,2014-03-01 19:39:25,ORG_INVITE,1,1,407,2990.0,0,2014,3,9,1,1
4774,4775,2014-05-07 21:03:25,ORG_INVITE,0,0,71,10690.0,0,2014,5,19,7,1
4775,4776,2012-09-14 08:36:22,ORG_INVITE,0,0,105,1758.0,0,2012,9,37,14,1
4776,4777,2014-03-13 22:09:46,SIGNUP_GOOGLE_AUTH,1,0,93,0.0,0,2014,3,11,13,0
4777,4778,2013-03-05 17:02:19,ORG_INVITE,0,0,1,4113.0,1,2013,3,10,5,1
4778,4779,2013-10-04 23:10:53,ORG_INVITE,0,0,3,3886.0,0,2013,10,40,4,1
4779,4780,2012-09-02 11:07:23,ORG_INVITE,0,0,73,7840.0,1,2012,9,35,2,1
4780,4781,2014-04-18 14:52:22,ORG_INVITE,0,0,223,11756.0,0,2014,4,16,18,1
4781,4782,2013-05-23 04:52:50,PERSONAL_PROJECTS,0,0,162,0.0,0,2013,5,21,23,0
4782,4783,2013-08-24 18:55:54,GUEST_INVITE,0,0,175,8029.0,0,2013,8,34,24,1
4783,4784,2013-09-05 06:22:19,ORG_INVITE,0,0,106,9420.0,1,2013,9,36,5,1
4784,4785,2012-09-10 21:21:37,SIGNUP_GOOGLE_AUTH,0,0,289,0.0,1,2012,9,37,10,0
4785,4786,2013-02-04 23:09:25,ORG_INVITE,0,0,384,11371.0,0,2013,2,6,4,1
4786,4787,2013-10-25 22:43:52,ORG_INVITE,0,0,0,5891.0,0,2013,10,43,25,1
4787,4788,2014-01-29 07:32:55,ORG_INVITE,0,0,288,875.0,0,2014,1,5,29,1
4788,4789,2013-05-30 08:03:21,GUEST_INVITE,0,0,7,4043.0,0,2013,5,22,30,1
4789,4790,2014-04-17 06:02:03,ORG_INVITE,1,1,406,3068.0,0,2014,4,16,17,1
4790,4791,2012-12-31 16:39:09,SIGNUP,0,1,76,0.0,0,2012,12,1,31,0
4791,4792,2014-04-27 19:20:42,ORG_INVITE,0,0,26,11804.0,0,2014,4,17,27,1
4792,4793,2012-10-05 05:27:18,PERSONAL_PROJECTS,1,0,58,0.0,1,2012,10,40,5,0
4793,4794,2013-08-06 00:12:01,GUEST_INVITE,0,0,286,1442.0,0,2013,8,32,6,1
4794,4795,2014-01-17 11:28:52,SIGNUP,0,0,14,0.0,0,2014,1,3,17,0
4795,4796,2014-03-07 23:45:10,GUEST_INVITE,0,0,133,7493.0,0,2014,3,10,7,1
4796,4797,2014-05-01 02:43:26,PERSONAL_PROJECTS,0,0,43,0.0,0,2014,5,18,1,0
4797,4798,2014-05-30 07:02:01,SIGNUP_GOOGLE_AUTH,1,0,0,0.0,0,2014,5,22,30,0
4798,4799,2013-02-13 03:16:35,GUEST_INVITE,0,0,165,10968.0,0,2013,2,7,13,1
4799,4800,2012-11-21 09:36:16,ORG_INVITE,0,0,355,9804.0,0,2012,11,47,21,1
4800,4801,2014-04-11 03:03:29,SIGNUP,0,0,10,0.0,0,2014,4,15,11,0
4801,4802,2012-09-26 21:19:10,SIGNUP,1,0,70,0.0,0,2012,9,39,26,0
4802,4803,2012-09-16 17:41:51,ORG_INVITE,0,0,119,5826.0,1,2012,9,37,16,1
4803,4804,2013-12-09 00:25:31,ORG_INVITE,0,0,137,256.0,0,2013,12,50,9,1
4804,4805,2013-01-01 18:59:20,ORG_INVITE,0,0,25,3944.0,1,2013,1,1,1,1
4805,4806,2014-03-03 00:53:37,ORG_INVITE,1,1,129,2042.0,0,2014,3,10,3,1
4806,4807,2014-05-04 01:44:06,PERSONAL_PROJECTS,1,0,45,0.0,0,2014,5,18,4,0
4807,4808,2014-05-15 19:10:09,ORG_INVITE,1,0,279,8312.0,0,2014,5,20,15,1
4808,4809,2014-05-14 07:02:43,SIGNUP,0,1,41,0.0,0,2014,5,20,14,0
4809,4810,2013-04-12 00:37:07,ORG_INVITE,0,0,96,11409.0,0,2013,4,15,12,1
4810,4811,2014-01-09 19:06:48,ORG_INVITE,0,0,277,1339.0,0,2014,1,2,9,1
4811,4812,2013-06-10 18:13:47,SIGNUP_GOOGLE_AUTH,0,0,273,0.0,1,2013,6,24,10,0
4812,4813,2012-12-19 13:56:38,GUEST_INVITE,0,0,241,1440.0,0,2012,12,51,19,1
4813,4814,2013-03-19 05:43:17,ORG_INVITE,0,0,14,850.0,0,2013,3,12,19,1
4814,4815,2013-11-11 01:45:13,ORG_INVITE,0,0,295,5378.0,0,2013,11,46,11,1
4815,4816,2013-08-15 16:33:56,SIGNUP,1,0,3,0.0,0,2013,8,33,15,0
4816,4817,2012-11-03 17:46:51,SIGNUP,0,0,63,0.0,0,2012,11,44,3,0
4817,4818,2014-03-21 23:23:58,PERSONAL_PROJECTS,0,0,159,0.0,0,2014,3,12,21,0
4818,4819,2014-01-25 13:18:21,GUEST_INVITE,0,0,8,8167.0,0,2014,1,4,25,1
4819,4820,2014-03-28 21:07:14,ORG_INVITE,0,0,336,2831.0,0,2014,3,13,28,1
4820,4821,2014-01-12 13:27:36,PERSONAL_PROJECTS,0,0,24,0.0,0,2014,1,2,12,0
4821,4822,2014-03-31 17:31:56,ORG_INVITE,1,1,295,6954.0,0,2014,3,14,31,1
4822,4823,2012-11-21 19:55:38,GUEST_INVITE,0,0,120,4823.0,0,2012,11,47,21,1
4823,4824,2012-06-24 09:57:44,ORG_INVITE,1,0,152,8890.0,0,2012,6,25,24,1
4824,4825,2013-07-20 22:55:28,SIGNUP,0,0,17,0.0,0,2013,7,29,20,0
4825,4826,2013-11-19 01:53:29,SIGNUP_GOOGLE_AUTH,0,0,161,0.0,1,2013,11,47,19,0
